Gmt time,Ask,Bid,AskVolume,BidVolume
24.06.2024 05:30:02.139,4.6538,4.651180000000001,1100,800
24.06.2024 05:30:08.102,4.6537299999999995,4.651300000000001,900,900
24.06.2024 05:30:19.734,4.6537500000000005,4.651320000000001,900,1100
24.06.2024 05:30:22.742,4.65378,4.65121,500,400
24.06.2024 05:30:23.744,4.65373,4.651270000000001,700,800
24.06.2024 05:30:23.794,4.6537500000000005,4.65116,600,1100
24.06.2024 05:30:30.058,4.65373,4.65126,1100,700
24.06.2024 05:30:39.430,4.65375,4.65128,1200,700
24.06.2024 05:30:51.006,4.6537500000000005,4.65133,1000,900
24.06.2024 05:31:00.991,4.65376,4.65133,1200,900
24.06.2024 05:31:10.965,4.65376,4.651260000000001,600,900
24.06.2024 05:31:21.537,4.65374,4.65128,800,1300
24.06.2024 05:31:32.999,4.653700000000001,4.65121,1300,700
24.06.2024 05:31:49.740,4.6536800000000005,4.65125,900,1300
24.06.2024 05:31:50.541,4.65364,4.651129999999999,400,1300
24.06.2024 05:31:53.349,4.653690000000001,4.651210000000001,400,1200
24.06.2024 05:32:10.966,4.65366,4.6512400000000005,1000,400
24.06.2024 05:32:11.570,4.653650000000001,4.65119,1000,600
24.06.2024 05:32:21.543,4.65367,4.65114,1400,600
24.06.2024 05:33:01.921,4.65365,4.65128,1100,800
24.06.2024 05:33:20.967,4.653700000000001,4.6512400000000005,1000,1000
24.06.2024 05:33:35.484,4.65351,4.65116,1300,400
24.06.2024 05:33:38.693,4.65357,4.651079999999999,700,900
24.06.2024 05:33:50.974,4.65353,4.65099,1200,1100
24.06.2024 05:33:53.631,4.653519999999999,4.65106,600,900
24.06.2024 05:33:55.736,4.6535400000000005,4.65106,500,1200
24.06.2024 05:33:58.892,4.65354,4.65115,1000,1200
24.06.2024 05:34:07.913,4.65355,4.65108,500,1200
24.06.2024 05:34:08.266,4.6535899999999994,4.651090000000001,1400,1000
24.06.2024 05:34:08.917,4.6536,4.651070000000001,1000,1100
