Gmt time,Ask,Bid,AskVolume,BidVolume
24.06.2024 00:00:00.445,5.696940000000001,5.69631,1300,1300
24.06.2024 00:00:02.099,5.69699,5.69629,700,1000
24.06.2024 00:00:02.702,5.697080000000001,5.69643,700,1300
24.06.2024 00:00:02.853,5.697150000000001,5.69646,500,700
24.06.2024 00:00:03.506,5.69714,5.696440000000001,800,600
24.06.2024 00:00:03.907,5.6970600000000005,5.69637,900,1000
24.06.2024 00:00:09.172,5.69699,5.696330000000001,900,700
24.06.2024 00:00:17.495,5.696890000000001,5.69613,900,600
24.06.2024 00:00:17.646,5.69681,5.6961,500,400
24.06.2024 00:00:20.655,5.69694,5.696300000000001,800,900
24.06.2024 00:00:20.857,5.69685,5.696180000000001,1300,900
24.06.2024 00:00:21.158,5.69689,5.69625,900,700
24.06.2024 00:00:23.213,5.69688,5.6961900000000005,1000,1300
24.06.2024 00:00:31.949,5.6968000000000005,5.696129999999999,400,900
24.06.2024 00:00:50.250,5.696840000000001,5.696160000000001,1800,900
24.06.2024 00:00:51.004,5.69692,5.696160000000001,500,600
24.06.2024 00:00:54.018,5.69682,5.696079999999999,1100,1200
24.06.2024 00:01:01.959,5.696830000000001,5.696180000000001,600,600
24.06.2024 00:01:02.261,5.69676,5.696149999999999,700,600
24.06.2024 00:01:03.665,5.69679,5.69609,1000,1000
24.06.2024 00:01:05.221,5.696700000000001,5.69605,500,800
24.06.2024 00:01:06.275,5.69662,5.69601,600,700
24.06.2024 00:01:07.079,5.696670000000001,5.695950000000001,1000,1000
24.06.2024 00:01:10.393,5.69653,5.695880000000001,800,800
24.06.2024 00:01:10.444,5.69648,5.695750000000001,1300,800
24.06.2024 00:01:32.199,5.69639,5.69571,700,700
24.06.2024 00:01:33.103,5.696300000000001,5.69565,1000,600
24.06.2024 00:01:33.204,5.69631,5.69558,700,1200
24.06.2024 00:01:33.355,5.69629,5.69552,900,1200
24.06.2024 00:01:34.158,5.696330000000001,5.69559,1000,800
24.06.2024 00:01:34.460,5.69631,5.69564,600,800
24.06.2024 00:01:34.912,5.696340000000001,5.69567,900,1200
24.06.2024 00:01:37.506,5.69649,5.695880000000001,600,1300
24.06.2024 00:01:37.658,5.69646,5.69596,1200,1000
24.06.2024 00:01:38.009,5.69658,5.6959,500,1000
24.06.2024 00:01:40.870,5.69656,5.6959,700,800
24.06.2024 00:01:40.921,5.696490000000001,5.69583,700,900
24.06.2024 00:01:46.690,5.69657,5.6959100000000005,1200,600
24.06.2024 00:01:46.740,5.6965900000000005,5.695880000000001,1200,1300
24.06.2024 00:01:48.697,5.69651,5.69586,1200,1300
24.06.2024 00:01:48.748,5.6965,5.695860000000001,600,1100
24.06.2024 00:01:48.798,5.69643,5.69574,500,700
24.06.2024 00:01:49.351,5.69653,5.695800000000001,1300,1100
24.06.2024 00:01:50.454,5.696560000000001,5.695860000000001,1000,900
24.06.2024 00:01:52.661,5.6965900000000005,5.695950000000001,600,1400
24.06.2024 00:01:52.712,5.69657,5.69582,1300,1100
24.06.2024 00:01:53.164,5.6965900000000005,5.69595,500,1300
24.06.2024 00:01:53.265,5.69658,5.69597,500,1100
24.06.2024 00:02:00.539,5.6965900000000005,5.695920000000001,800,500
24.06.2024 00:02:13.852,5.6967300000000005,5.696,400,800
24.06.2024 00:02:20.480,5.69675,5.69607,600,1000
24.06.2024 00:02:20.581,5.69683,5.69609,900,1200
24.06.2024 00:02:24.043,5.69679,5.69611,1400,1000
